yyyymm,12M_forward,12M_Mom,9M_Mom,%_ch_D/P,5Y_val,,,,,,,,,,,,,,,,,
200008,-0.291802087,0.149400565,0.092712991,-0.063990058,1.701074963,,,,,,,,,,,,,,,,,
200009,-0.32209241,0.119902394,-0.022283478,0.048869626,1.45805171,,,,,,,,,,,,,,,,,
200010,-0.299193436,0.048769929,0.025056294,0.003418732,1.458125537,,,,,,,,,,,,,,,,,
200011,-0.143252952,-0.053250391,-0.037667774,0.085345871,1.172142657,,,,,,,,,,,,,,,,,
200012,-0.139752853,-0.101391867,-0.1189793,-0.005583255,1.143555274,,,,,,,,,,,,,,,,,
200101,-0.189499474,-0.020402163,-0.059500286,-0.039375637,1.147746926,,,,,,,,,,,,,,,,,
200102,-0.11365327,-0.092563048,-0.127171618,0.09490279,0.936105429,,,,,,,,,,,,,,,,,
200103,-0.01121465,-0.225713676,-0.202303039,0.062007566,0.797567777,,,,,,,,,,,,,,,,,
200104,-0.148606343,-0.139745117,-0.126758595,-0.076898784,0.909992815,,,,,,,,,,,,,,,,,
200105,-0.162806573,-0.115993242,-0.172539666,-0.011055101,0.87682329,,,,,,,,,,,,,,,,,
200106,-0.212709536,-0.158242816,-0.14764255,0.0194253,0.825775763,,,,,,,,,,,,,,,,,
200107,-0.284168415,-0.153477352,-0.152630474,0.011965994,0.892694742,,,,,,,,,,,,,,,,,
200108,-0.213043264,-0.253083654,-0.137929199,0.069629354,0.738646298,,,,,,,,,,,,,,,,,
200109,-0.244335552,-0.275368776,-0.211576332,0.090153421,0.514513102,,,,,,,,,,,,,,,,,
200110,-0.179370585,-0.258584021,-0.224178447,-0.01769613,0.502658556,,,,,,,,,,,,,,,,,
200111,-0.196354351,-0.133465151,-0.081044244,-0.069836958,0.505178199,,,,,,,,,,,,,,,,,
200112,-0.26612892,-0.130426879,-0.010557341,-0.00743492,0.54990955,,,,,,,,,,,,,,,,,
200201,-0.27823004,-0.172626848,-0.095449234,0.015607235,0.437620841,,,,,,,,,,,,,,,,,
200202,-0.274394997,-0.107432618,-0.118719243,0.02098598,0.399471435,,,,,,,,,,,,,,,,,
200203,-0.302152199,-0.011152,-0.062911419,-0.035639262,0.515466505,,,,,,,,,,,,,,,,,
200204,-0.160840167,-0.138091656,-0.11088728,0.072413092,0.343898969,,,,,,,,,,,,,,,,,
200205,-0.102071559,-0.150244462,-0.058610773,0.015729703,0.258004432,,,,,,,,,,,,,,,,,
200206,-0.015578225,-0.191609088,-0.049119065,0.085094415,0.11825248,,,,,,,,,,,,,,,,,
200207,0.082794789,-0.247360122,-0.139802601,0.080354736,-0.044713871,,,,,,,,,,,,,,,,,
200208,0.095640588,-0.191878826,-0.19604195,-0.009846202,0.018455313,,,,,,,,,,,,,,,,,
200209,0.200173258,-0.216775222,-0.28986656,0.117951584,-0.139335782,,,,,,,,,,,,,,,,,
200210,0.170775372,-0.164203891,-0.216280304,-0.074216405,-0.031554088,,,,,,,,,,,,,,,,,
200211,0.122378012,-0.178278994,-0.153985163,-0.048535362,-0.01998116,,,,,,,,,,,,,,,,,
200212,0.234126189,-0.233659675,-0.233198825,0.070312302,-0.09337098,,,,,,,,,,,,,,,,,
200301,0.279052565,-0.242877367,-0.205419158,0.031385743,-0.127086139,,,,,,,,,,,,,,,,,
200302,0.30833751,-0.239968195,-0.211771651,0.020452354,-0.1984009,,,,,,,,,,,,,,,,,
200303,0.283520415,-0.260774453,-0.143088067,-0.005222576,-0.230152031,,,,,,,,,,,,,,,,,
200304,0.188659671,-0.148571853,0.005813826,-0.076091592,-0.175246233,,,,,,,,,,,,,,,,,
200305,0.15102503,-0.097035066,0.051873765,-0.049584435,-0.116637025,,,,,,,,,,,,,,,,,
200306,0.157585332,-0.015457512,0.195292473,-0.012409191,-0.140522472,,,,,,,,,,,,,,,,,
200307,0.106609849,0.086318861,0.11803423,-0.007413829,-0.116323271,,,,,,,,,,,,,,,,,
200308,0.091179225,0.100363509,0.076577202,-0.009099851,0.052993899,,,,,,,,,,,,,,,,,
200309,0.112515795,0.221614395,0.13201564,0.020722953,-0.020688095,,,,,,,,,,,,,,,,,
200310,0.072928482,0.186224259,0.22789529,-0.036878868,-0.04365278,,,,,,,,,,,,,,,,,
200311,0.103694036,0.130181243,0.258039589,0.008617985,-0.090604402,,,,,,,,,,,,,,,,,
200312,0.086117628,0.26380396,0.310948148,-0.033508299,-0.095433727,,,,,,,,,,,,,,,,,
200401,0.043372998,0.321876826,0.233619073,-0.004939151,-0.116056078,,,,,,,,,,,,,,,,,
200402,0.049964832,0.361160316,0.188202451,-0.000104111,-0.075416085,,,,,,,,,,,,,,,,,
200403,0.0471563,0.327795987,0.155667977,0.028788792,-0.124505391,,,,,,,,,,,,,,,,,
200404,0.043776174,0.207629891,0.118134725,0.027951458,-0.170673617,,,,,,,,,,,,,,,,,
200405,0.061277374,0.163025768,0.111774685,-0.001492693,-0.139156886,,,,,,,,,,,,,,,,,
200406,0.043305497,0.17068065,0.145456188,-0.007388628,-0.168914046,,,,,,,,,,,,,,,,,
200407,0.113534187,0.112500126,0.048548125,0.045917749,-0.17084111,,,,,,,,,,,,,,,,,
200408,0.099963998,0.095465323,0.043507844,0.007647806,-0.163714301,,,,,,,,,,,,,,,,,
200409,0.097568569,0.119089932,0.002392258,0.000486095,-0.131074054,,,,,,,,,,,,,,,,,
200410,0.065751619,0.075653606,-0.000822187,-0.009034533,-0.170757119,,,,,,,,,,,,,,,,,
200411,0.062464077,0.109261009,0.025224029,-0.032510533,-0.154862446,,,,,,,,,,,,,,,,,
200412,0.029568736,0.089934528,0.076104812,-0.026782373,-0.175143781,,,,,,,,,,,,,,,,,
200501,0.080332445,0.044327354,0.066802131,0.039719517,-0.152883553,,,,,,,,,,,,,,,,,
200502,0.062058504,0.051234126,0.073990791,-0.005551724,-0.119158092,,,,,,,,,,,,,,,,,
200503,0.09239599,0.048285844,0.034842747,0.032818594,-0.212194211,,,,,,,,,,,,,,,,,
200504,0.124791884,0.044748487,0.050039938,0.032293189,-0.203507226,,,,,,,,,,,,,,,,,
200505,0.063874747,0.063193775,0.079022676,-0.01800419,-0.161269886,,,,,,,,,,,,,,,,,
200506,0.064104038,0.044256863,0.068860019,0.011419359,-0.180991338,,,,,,,,,,,,,,,,,
200507,0.033840511,0.120230186,0.092001416,-0.026323659,-0.137437711,,,,,,,,,,,,,,,,,
200508,0.066177103,0.105131131,0.03962277,0.020069984,-0.195924042,,,,,,,,,,,,,,,,,
200509,0.083521572,0.102487035,0.013936563,0.001589034,-0.144586533,,,,,,,,,,,,,,,,,
200510,0.132443403,0.067961423,0.021790107,0.029834462,-0.155582762,,,,,,,,,,,,,,,,,
200511,0.114194671,0.06445622,0.038118976,-0.022942047,-0.049788965,,,,,,,,,,,,,,,,,
200512,0.127684357,0.030010232,0.057344209,0.012267038,-0.054526313,,,,,,,,,,,,,,,,,
200601,0.116497568,0.083647261,0.106522021,-0.01652511,-0.062905835,,,,,,,,,,,,,,,,,
200602,0.093956268,0.064024593,0.074830046,0.007996637,0.032840299,,,,,,,,,,,,,,,,,
200603,0.092852018,0.096799058,0.086911267,-0.002687945,0.115949773,,,,,,,,,,,,,,,,,
200604,0.123149481,0.132912651,0.061927758,-0.002569476,0.048941143,,,,,,,,,,,,,,,,,
200605,0.186585118,0.065958875,0.040775856,0.041665231,0.011363093,,,,,,,,,,,,,,,,,
200606,0.168521583,0.066203319,0.033682994,0.009288408,0.037389131,,,,,,,,,,,,,,,,,
200607,0.130944158,0.034419615,0.057704576,0.004266554,0.054019468,,,,,,,,,,,,,,,,,
200608,0.122674592,0.06841592,0.043490092,-0.011741684,0.150179079,,,,,,,,,,,,,,,,,
200609,0.1335735,0.087108666,0.070143957,-0.014996279,0.283311238,,,,,,,,,,,,,,,,,
200610,0.117265221,0.141614403,0.076448347,-0.019976388,0.300213252,,,,,,,,,,,,,,,,,
200611,0.055889926,0.120970324,0.09367826,-0.005593954,0.22921585,,,,,,,,,,,,,,,,,
200612,0.03468716,0.136194314,0.09532231,-0.001921882,0.235366873,,,,,,,,,,,,,,,,,
200701,-0.042387922,0.123554778,0.097382135,-0.005807528,0.27255353,,,,,,,,,,,,,,,,,
200702,-0.055679324,0.098511705,0.107653788,0.030622824,0.271150145,,,,,,,,,,,,,,,,,
200703,-0.07158722,0.097299343,0.118611242,-0.001922243,0.23834093,,,,,,,,,,,,,,,,,
200704,-0.067516117,0.131053479,0.16113139,-0.033023691,0.376490361,,,,,,,,,,,,,,,,,
200705,-0.088929254,0.205127196,0.173950392,-0.023035591,0.434319771,,,,,,,,,,,,,,,,,
200706,-0.160835873,0.183553771,0.12538833,0.026980864,0.518826846,,,,,,,,,,,,,,,,,
200707,-0.138239673,0.139904125,0.056120005,0.043668932,0.596355938,,,,,,,,,,,,,,,,,
200708,-0.138904435,0.130516482,0.052376431,-0.002640252,0.609036427,,,,,,,,,,,,,,,,,
200709,-0.269253505,0.142905266,0.076464782,-0.024822643,0.872646543,,,,,,,,,,,,,,,,,
200710,-0.469603549,0.124417609,0.077275003,-0.005426898,0.749209718,,,,,,,,,,,,,,,,,
200711,-0.502359106,0.057481276,0.052828365,0.055730696,0.581890613,,,,,,,,,,,,,,,,,
200712,-0.485902041,0.035295777,0.033430458,0.017927778,0.668932282,,,,,,,,,,,,,,,,,
200801,-0.512338017,-0.041502114,-0.070036496,0.072445803,0.611020217,,,,,,,,,,,,,,,,,
200802,-0.593414853,-0.054157604,-0.130659471,0.043062743,0.581917613,,,,,,,,,,,,,,,,,
200803,-0.505484704,-0.06908492,-0.120164965,0.012794513,0.559456719,,,,,,,,,,,,,,,,,
200804,-0.462163429,-0.065287344,-0.047881149,-0.040777789,0.511135104,,,,,,,,,,,,,,,,,
200805,-0.421060457,-0.085089702,-0.04993928,-0.005808835,0.453294451,,,,,,,,,,,,,,,,,
200806,-0.330981091,-0.148568198,-0.161617816,0.099280633,0.313480621,,,,,,,,,,,,,,,,,
200807,-0.249550813,-0.129110062,-0.182008287,0.011621349,0.279781079,,,,,,,,,,,,,,,,,
200808,-0.228658289,-0.129688804,-0.133890112,-0.010415372,0.272636184,,,,,,,,,,,,,,,,,
200809,-0.098377398,-0.236050434,-0.205671634,0.10166362,0.17107945,,,,,,,,,,,,,,,,,
200810,0.067299223,-0.3747499,-0.297268869,0.197487656,-0.078004397,,,,,,,,,,,,,,,,,
200811,0.200876585,-0.394898524,-0.326454386,0.075044085,-0.153052353,,,,,,,,,,,,,,,,,
200812,0.210699996,-0.384857937,-0.317116504,-0.013173513,-0.187666379,,,,,,,,,,,,,,,,,
200901,0.26257474,-0.40090675,-0.403950664,0.079145442,-0.26986288,,,,,,,,,,,,,,,,,
200902,0.407146028,-0.447562433,-0.475078193,0.108370638,-0.357966356,,,,,,,,,,,,,,,,,
200903,0.382326053,-0.396786875,-0.376664062,-0.091264425,-0.291544206,,,,,,,,,,,,,,,,,
200904,0.307205306,-0.370080615,-0.311327305,-0.104431845,-0.211767362,,,,,,,,,,,,,,,,,
200905,0.169953094,-0.343649581,-0.283505998,-0.07009382,-0.179837242,,,,,,,,,,,,,,,,,
200906,0.114368898,-0.28178125,-0.211804246,-0.021367509,-0.194172715,,,,,,,,,,,,,,,,,
200907,0.109362704,-0.220849311,0.019334194,-0.089550464,-0.103692408,,,,,,,,,,,,,,,,,
200908,0.027741579,-0.204399648,0.138779791,-0.054287487,-0.075726291,,,,,,,,,,,,,,,,,
200909,0.07656995,-0.093693199,0.170307224,-0.05676101,-0.051588939,,,,,,,,,,,,,,,,,
200910,0.132722816,0.069615484,0.254649586,-0.001125492,-0.083179968,,,,,,,,,,,,,,,,,
200911,0.074650891,0.222473891,0.490470555,-0.074401621,-0.066611576,,,,,,,,,,,,,,,,,
200912,0.120292862,0.234541932,0.3975961,-0.038853915,-0.079889762,,,,,,,,,,,,,,,,,
201001,0.180360988,0.300273648,0.230359414,0.030653977,-0.090919096,,,,,,,,,,,,,,,,,
201002,0.183702839,0.502523501,0.201655896,-0.035024679,-0.082344633,,,,,,,,,,,,,,,,,
201003,0.125522228,0.465689899,0.272059783,-0.06267764,-0.009452901,,,,,,,,,,,,,,,,,
201004,0.138967676,0.359620078,0.201735731,-0.012551612,0.025794182,,,,,,,,,,,,,,,,,
201005,0.210906436,0.185249255,0.067400208,0.091499617,-0.085681914,,,,,,,,,,,,,,,,,
201006,0.247868582,0.121165644,-0.024946078,0.059080055,-0.134824104,,,,,,,,,,,,,,,,,
201007,0.159644432,0.115566898,0.063125489,-0.059881019,-0.107423552,,,,,,,,,,,,,,,,,
201008,0.149788743,0.02812996,-0.042258792,0.054809972,-0.140126031,,,,,,,,,,,,,,,,,
201009,-0.008606859,0.079577705,0.023405973,-0.076150932,-0.07129662,,,,,,,,,,,,,,,,,
201010,0.057506732,0.141933429,0.101865216,-0.030139606,-0.019676722,,,,,,,,,,,,,,,,,
201011,0.054728158,0.077507918,0.068864363,0.00788706,-0.055166949,,,,,,,,,,,,,,,,,
201012,-3.18E-05,0.127827101,0.07542991,-0.056093802,0.007490247,,,,,,,,,,,,,,,,,
201101,0.020235208,0.197649622,0.083787678,-0.012076884,0.004718455,,,,,,,,,,,,,,,,,
201102,0.028565944,0.201658684,0.21829247,-0.021092241,0.036356254,,,,,,,,,,,,,,,,,
201103,0.06046533,0.133740369,0.286326901,0.011146487,0.023909736,,,,,,,,,,,,,,,,,
201104,0.024842669,0.149086956,0.237844953,-0.015120115,0.040439185,,,,,,,,,,,,,,,,,
201105,-0.026263687,0.234796817,0.28196087,0.026643831,0.059137541,,,,,,,,,,,,,,,,,
201106,0.030955208,0.281291537,0.157237995,0.031449375,0.039710282,,,,,,,,,,,,,,,,,
201107,0.065182524,0.173093682,0.092135287,0.03370138,0.012235051,,,,,,,,,,,,,,,,,
201108,0.143220618,0.161588823,0.032476388,0.072267664,-0.06513936,,,,,,,,,,,,,,,,,
201109,0.241634802,-0.008569926,-0.100362584,0.089423771,-0.153033649,,,,,,,,,,,,,,,,,
201110,0.119340374,0.059192401,-0.025518614,-0.082380044,-0.090453866,,,,,,,,,,,,,,,,,
201111,0.127254517,0.056253441,-0.060472265,0.021364755,-0.109714914,,,,,,,,,,,,,,,,,
201112,0.12580141,-3.18E-05,-0.051462103,0.007348232,-0.113304661,,,,,,,,,,,,,,,,,
201201,0.132339172,0.020441327,-0.037547393,-0.030546866,-0.087488875,,,,,,,,,,,,,,,,,
201202,0.103551722,0.028977864,0.015224502,-0.027884486,-0.029243258,,,,,,,,,,,,,,,,,
201203,0.108055554,0.062330766,0.066505634,-0.019290902,-0.008720071,,,,,,,,,,,,,,,,,
201204,0.133505461,0.02515382,0.081739252,0.01942613,-0.056976328,,,,,,,,,,,,,,,,,
201205,0.218754886,-0.025921796,0.075019075,0.079266124,-0.143922071,,,,,,,,,,,,,,,,,
201206,0.164849271,0.031439302,0.203938414,-0.026976219,-0.093916919,,,,,,,,,,,,,,,,,
201207,0.20060808,0.067353824,0.100550547,0.002320166,-0.052189628,,,,,,,,,,,,,,,,,
201208,0.149239217,0.153984363,0.128007314,-0.004935432,-0.04573301,,,,,,,,,,,,,,,,,
201209,0.154607704,0.273329091,0.145570929,-0.009492893,-0.056381202,,,,,,,,,,,,,,,,,
201210,0.218225518,0.126753371,0.076005212,0.039230848,-0.088564458,,,,,,,,,,,,,,,,,
201211,0.243046139,0.135706037,0.036977916,0.015432453,-0.043858109,,,,,,,,,,,,,,,,,
201212,0.259292206,0.134056934,0.012581028,0.010848403,-0.028719115,,,,,,,,,,,,,,,,,
201301,0.173863049,0.141495417,0.071678434,-0.039220532,0.086728809,,,,,,,,,,,,,,,,,
201302,0.20507655,0.109103157,0.155953081,-0.00189748,0.13831794,,,,,,,,,,,,,,,,,
201303,0.176629423,0.114109637,0.151986551,-0.025993052,0.186353671,,,,,,,,,,,,,,,,,
201304,0.164886912,0.142827507,0.158230142,-0.005994257,0.152988979,,,,,,,,,,,,,,,,,
201305,0.165148935,0.244526188,0.159365269,-0.008740112,0.164498208,,,,,,,,,,,,,,,,,
201306,0.199140867,0.179215364,0.114953459,0.027108565,0.25490625,,,,,,,,,,,,,,,,,
201307,0.135668389,0.222145695,0.193724507,-0.036269235,0.330090423,,,,,,,,,,,,,,,,,
201308,0.20443032,0.160950675,0.153080823,0.04394382,0.272943414,,,,,,,,,,,,,,,,,
201309,0.159479317,0.167199983,0.179050477,-0.018067142,0.441707535,,,,,,,,,,,,,,,,,
201310,0.138785734,0.24386755,0.172504022,-0.037235289,0.813202581,,,,,,,,,,,,,,,,,
201311,0.135359923,0.275127456,0.192205614,-0.021773973,1.014873248,,,,,,,,,,,,,,,,,
201312,0.1078731,0.296012453,0.177907073,-0.017517246,1.046343759,,,,,,,,,,,,,,,,,
201401,0.112571675,0.189892598,0.115813392,0.049101324,1.158412844,,,,,,,,,,,,,,,,,
201402,0.123797164,0.227619035,0.140249212,-0.030181394,1.529554204,,,,,,,,,,,,,,,,,
201403,0.099339778,0.193188843,0.165637373,0.004536903,1.346673017,,,,,,,,,,,,,,,,,
201404,0.101642793,0.179259751,0.117587039,0.004379949,1.158488102,,,,,,,,,,,,,,,,,
201405,0.09126738,0.179568785,0.177957954,-0.010316759,1.092793263,,,,,,,,,,,,,,,,,
201406,0.05115274,0.220353861,0.165728049,-0.008505976,1.132260801,,,,,,,,,,,,,,,,,
201407,0.085897153,0.145302035,0.099132385,0.025395761,0.955148459,,,,,,,,,,,,,,,,,
201408,-0.015691233,0.226825967,0.109402429,-0.026810522,0.962895103,,,,,,,,,,,,,,,,,
201409,-0.026854493,0.172900003,0.067048627,0.02565126,0.865790669,,,,,,,,,,,,,,,,,
201410,0.029928455,0.148877908,0.132088702,-0.014647474,0.947567531,,,,,,,,,,,,,,,,,
201411,0.006195822,0.144948804,0.111920191,-0.015993978,0.887096921,,,,,,,,,,,,,,,,,
201412,-0.007292542,0.113906382,0.099640023,0.01231893,0.84638149,,,,,,,,,,,,,,,,,
201501,-0.027827361,0.119152469,0.058939993,0.043927316,0.857757457,,,,,,,,,,,,,,,,,
201502,-0.085403133,0.131786281,0.094059483,-0.041237228,0.905404304,,,,,,,,,,,,,,,,,
201503,-0.003949002,0.104441501,0.054922126,0.029166798,0.768288824,,,,,,,,,,,,,,,,,
201504,-0.009737935,0.106987977,0.080200138,-0.000872408,0.757417691,,,,,,,,,,,,,,,,,
201505,-0.004966307,0.095561898,0.051922511,-0.002878262,0.934432399,,,,,,,,,,,,,,,,,
201506,0.017179787,0.052483637,0.046047995,0.029150181,1.001639646,,,,,,,,,,,,,,,,,
201507,0.032620533,0.089694251,0.042511335,-0.013343308,0.909803922,,,,,,,,,,,,,,,,,
201508,0.09602533,-0.015568767,-0.046131672,0.073266134,0.879465945,,,,,,,,,,,,,,,,,
201509,0.121588804,-0.026497118,-0.067448638,0.033386576,0.682465825,,,,,,,,,,,,,,,,,
201510,0.022252678,0.030380813,0.042290939,-0.070271097,0.757314538,,,,,,,,,,,,,,,,,
201511,0.055351315,0.006215055,-0.0114469,0.006325492,0.76223794,,,,,,,,,,,,,,,,,
201512,0.09107409,-0.007266016,-0.011581854,0.024751362,0.625218664,,,,,,,,,,,,,,,,,
201601,0.160868029,-0.027443747,-0.069656823,0.05739731,0.508599509,,,,,,,,,,,,,,,,,
201602,0.201528027,-0.081857923,-0.083117031,0.00789684,0.455847561,,,,,,,,,,,,,,,,,
201603,0.137233736,-0.003941215,-0.001633456,-0.058416451,0.553547589,,,,,,,,,,,,,,,,,
201604,0.143588144,-0.009690675,-0.018318884,0.001733467,0.514582615,,,,,,,,,,,,,,,,,
201605,0.139889449,-0.004953995,0.063265016,-0.010744355,0.558838834,,,,,,,,,,,,,,,,,
201606,0.143781299,0.017328208,0.09313917,0.003484469,0.589274897,,,,,,,,,,,,,,,,,
201607,0.127954822,0.033158415,0.045321637,-0.03028919,0.681988424,,,,,,,,,,,,,,,,,
201608,0.129721084,0.100786946,0.043520268,0.005449926,0.781087711,,,,,,,,,,,,,,,,,
201609,0.150075286,0.129289647,0.060828596,0.005447546,0.916414771,,,,,,,,,,,,,,,,,
201610,0.191637667,0.022502116,0.095818043,0.024906597,0.696441395,,,,,,,,,,,,,,,,,
201611,0.161747306,0.056911859,0.137964942,-0.028239296,0.763336434,,,,,,,,,,,,,,,,,
201612,0.177476211,0.095350157,0.086947867,-0.013016142,0.78024014,,,,,,,,,,,,,,,,,
201701,0.214407331,0.174529955,0.103408706,-0.012683823,0.736400972,,,,,,,,,,,,,,,,,
201702,0.138158118,0.223270522,0.127179952,-0.031092608,0.730742194,,,,,,,,,,,,,,,,,
201703,0.111294911,0.147096235,0.125715865,0.005313821,0.677508218,,,,,,,,,,,,,,,,,
201704,0.104959882,0.15440856,0.096889952,-0.003050428,0.705546137,,,,,,,,,,,,,,,,,
201705,0.114828366,0.150146642,0.110942214,-0.00553502,0.840605038,,,,,,,,,,,,,,,,,
201706,0.114856797,0.154631562,0.117669847,0.001120247,0.779093499,,,,,,,,,,,,,,,,,
201707,0.131080815,0.136501656,0.161865343,-0.012374755,0.790954963,,,,,,,,,,,,,,,,,
201708,0.160348794,0.13851079,0.124085301,0.006141781,0.75720542,,,,,,,,,,,,,,,,,
201709,0.145514943,0.161921716,0.125302055,-0.012418129,0.748741905,,,,,,,,,,,,,,,,,
201710,0.051639995,0.211231569,0.130060074,-0.016568653,0.823631883,,,,,,,,,,,,,,,,,
201711,0.065628662,0.175563146,0.093584471,0.00149681,0.825219958,,,,,,,,,,,,,,,,,
201712,-0.064402634,0.194199649,0.131581398,-0.028177549,0.874652045,,,,,,,,,,,,,,,,,
201801,-0.043317897,0.239127287,0.184384699,-0.046282778,0.884914993,,,,,,,,,,,,,,,,,
201802,0.025703811,0.14815708,0.125230119,0.048062275,0.791685372,,,,,,,,,,,,,,,,,
201803,0.070721866,0.117724487,0.089733062,0.035016836,0.682951077,,,,,,,,,,,,,,,,,
201804,0.106567091,0.110666052,0.071954823,0.00385233,0.657548652,,,,,,,,,,,,,,,,,
201805,0.017148,0.121680902,0.094519855,-0.014751037,0.658921717,,,,,,,,,,,,,,,,,
201806,0.078975606,0.121712793,0.078992284,0.001645726,0.69233882,,,,,,,,,,,,,,,,,
201807,0.056630393,0.140059912,0.093594433,-0.026258356,0.670664934,,,,,,,,,,,,,,,,,
201808,0.008558764,0.173920256,0.122514353,-0.020892589,0.776836072,,,,,,,,,,,,,,,,,
201809,0.021308898,0.156635018,0.089904661,0.004351595,0.732913086,,,,,,,,,,,,,,,,,
201810,0.113464066,0.052996591,-0.039687514,0.084222899,0.543796327,,,,,,,,,,,,,,,,,
201811,0.129242581,0.067830117,0.017075498,-0.008805853,0.528494138,,,,,,,,,,,,,,,,,
201812,0.253696609,-0.062372597,-0.050748428,0.110757919,0.356256357,,,,,,,,,,,,,,,,,
201901,0.176325038,-0.042393079,0.021166519,-0.066111084,0.516950056,,,,,,,,,,,,,,,,,
201902,0.059169924,0.026037003,0.029283584,-0.021762634,0.497480438,,,,,,,,,,,,,,,,,
201903,-0.092263387,0.073282668,0.042683667,-0.01047228,0.513827617,,,,,,,,,,,,,,,,,
201904,-0.011402827,0.112452559,0.045996684,-0.031169219,0.563645532,,,,,,,,,,,,,,,,,
201905,0.100924552,0.017295871,-0.051510932,0.077766118,0.430704367,,,,,,,,,,,,,,,,,
201906,0.052487614,0.082177923,0.009533353,-0.058100879,0.500721854,,,,,,,,,,,,,,,,,
201907,0.093081625,0.058264596,0.099065545,-0.006257206,0.543702445,,,,,,,,,,,,,,,,,
201908,0.179058035,0.008595495,0.060246289,0.025294102,0.460768605,,,,,,,,,,,,,,,,,
201909,0.122004691,0.021537553,0.187442408,-0.010306206,0.509281089,,,,,,,,,,,,,,,,,
201910,0.073723191,0.120151637,0.123316445,-0.014192744,0.50519561,,,,,,,,,,,,,,,,,
201911,0.142389348,0.13796614,0.128027035,-0.027206909,0.519172358,,,,,,,,,,,,,,,,,
201912,0.150649604,0.288780741,0.139846176,-0.022081163,0.569177716,,,,,,,,,,,,,,,,,
202001,0.141079904,0.192825709,0.094944379,0.00931316,0.616810109,,,,,,,,,,,,,,,,,
202002,0.254696324,0.060955507,0.073457701,0.100143401,0.403763364,,,,,,,,,,,,,,,,,
202003,0.429926902,-0.088135055,-0.121413712,0.151647381,0.249868223,,,,,,,,,,,,,,,,,
202004,0.361603327,-0.011338061,-0.022799106,-0.112054908,0.396507329,,,,,,,,,,,,,,,,,
202005,0.322788344,0.106193179,0.040270497,-0.042771331,0.444587855,,,,,,,,,,,,,,,,,
202006,0.326537803,0.053889508,0.041505136,-0.017491729,0.502726466,,,,,,,,,,,,,,,,,
202007,0.295394254,0.097551319,0.076890662,-0.056628833,0.554833067,,,,,,,,,,,,,,,,,
202008,0.256253202,0.196090157,0.114400601,-0.069840871,0.774843067,,,,,,,,,,,,,,,,,
202009,0.247533543,0.129759401,0.040925102,0.035946596,0.751535132,,,,,,,,,,,,,,,,,
202010,0.342447433,0.076508777,0.013777623,0.025118626,0.572580025,,,,,,,,,,,,,,,,,
202011,0.231932333,0.153025489,0.225917501,-0.100039468,0.740825126,,,,,,,,,,,,,,,,,
202012,0.238171947,0.16258922,0.453255642,-0.038939164,0.837661575,,,,,,,,,,,,,,,,,
