,US,AU,UK,Germany,France,Japan,Switzerland,India
1/01/2000,0.024502325349224953,0.06272709048785016,-0.047091864949036485,-0.10953324774444707,0.01615723140986659,-0.2548936740784718,0.09800748733087716,-0.26183101166011613
1/02/2000,0.06855438578950657,0.060031834078616196,-0.009776427000955011,-0.2168824571428707,-0.07860231879585361,-0.30835191210077006,0.1060460368584498,-0.2708041973937397
1/03/2000,-0.030735939038086784,0.013425032163667177,-0.13534431096652227,-0.3468882995697673,-0.19600452362598325,-0.2939844408190223,0.00027207430094674015,-0.318548350026617
1/04/2000,-0.06327523078597452,0.04811373196610464,-0.08914783593723878,-0.2725730970611658,-0.14185552493536766,-0.23478833199772786,-0.04383729163299605,-0.3444245091635877
1/05/2000,0.007752207227079499,0.10262384065411662,-0.05592191391222861,-0.22000513682648928,-0.11830878764823642,-0.15344356636256232,-0.025200872427177088,-0.16814528538169424
1/06/2000,-0.02928849561645279,0.07812332683381233,-0.11513401197769373,-0.24185057183724612,-0.1955136193916737,-0.1943571014057897,-0.060810345272686916,-0.30713111302116564
1/07/2000,-0.06186691008215134,0.02127929210254666,-0.163600680414942,-0.2672139363735628,-0.24882325655245446,-0.23800522304578417,-0.14561433118595507,-0.32826088078247895
1/08/2000,-0.09706817812707196,0.0107040006182788,-0.17448301814548692,-0.3200530043934254,-0.27729306209791543,-0.24006093555062166,-0.21718011163003395,-0.26896943041204274
1/09/2000,-0.19134491491590613,-0.059536732295080955,-0.2794188915674501,-0.48880483699758026,-0.452341537028665,-0.36141105994380474,-0.33280597093420905,-0.4150325681933805
1/10/2000,-0.15078382579057992,-0.020780715810796848,-0.2181624246774545,-0.39464288127240416,-0.36192169758318454,-0.2988315721589164,-0.29404508582803074,-0.26790967700065554
1/11/2000,-0.1151366827085297,0.0008326011545529134,-0.19339319607550984,-0.3159700833637229,-0.30162959607488615,-0.28083656715147004,-0.2734492287402226,-0.21424081691769442
1/12/2000,-0.10134872947860468,0.02982098386665847,-0.18427685814358985,-0.2352373296199671,-0.24749511350765085,-0.27216834745515867,-0.26063765592713234,-0.2065948156049037
1/01/2001,-0.11162398623409484,0.04356735080623692,-0.17658357484093323,-0.21823768946617084,-0.23354796606721812,-0.24745653083562863,-0.2550414958945528,-0.21559606879497048
1/02/2001,-0.12896407045785643,0.03794289451962442,-0.17682054996016003,-0.24489977625680734,-0.2426615221643473,-0.26116499300404306,-0.24944028979496735,-0.20007523094382182
1/03/2001,-0.0045112094285382175,0.05589677246708264,-0.08395393694886445,-0.10182764983028864,-0.10452621629604575,-0.13302535018527797,-0.1201407526094882,-0.0660576629282587
1/04/2001,-0.032209274044952135,0.035217708723622995,-0.10184003270967111,-0.11792653478306472,-0.13182719507418109,-0.1930168207777921,-0.09116666687696418,-0.012028457273289713
1/05/2001,-0.11278467977503348,-0.006222333340489635,-0.12840588531368982,-0.19301099055601817,-0.2047378726418067,-0.2231471479368012,-0.1479617825445525,-0.08836274154344298
1/06/2001,-0.14748199200461648,-0.037293632246673515,-0.18788461548807028,-0.26756852388965835,-0.25379736948493087,-0.19934994532766373,-0.20112528860912027,-0.05436818198431226
1/07/2001,-0.23104400472526648,-0.06973735022655746,-0.2537773066689615,-0.3268502103411175,-0.3175390706323645,-0.19859976837605148,-0.2572012306330145,-0.04023861770538914
1/08/2001,-0.20626761813528036,-0.07569833265015175,-0.24508786325719234,-0.3478467701147712,-0.3294747342647392,-0.20556887881893235,-0.24915887809392728,-0.0799956772029548
1/09/2001,-0.1548568491265141,-0.004516071655801414,-0.21120450449264674,-0.2830188893268224,-0.2459343121916722,-0.12085388192947699,-0.18502870318284567,0.05579085821068405
1/10/2001,-0.1898558834338258,-0.06729936554875948,-0.242878425044987,-0.4017992481537799,-0.3162525135171288,-0.2086411018357878,-0.22702131839462603,0.00718156141581965
1/11/2001,-0.17431969867295205,-0.09262102773271774,-0.24526998931655242,-0.39371827901805906,-0.30530716693170784,-0.2044934807490305,-0.23374245666350246,-0.03728903393880828
1/12/2001,-0.19456546248585974,-0.10774088820397308,-0.27168040028376067,-0.453604924480623,-0.33417823406863345,-0.18541406267057256,-0.2649907091417411,0.0014177001966849997
1/01/2002,-0.1963196377694897,-0.12047758297983843,-0.3138306065358458,-0.5264419471667784,-0.3649211065140059,-0.16963159920608428,-0.2982955824499177,-0.00767851775450567
1/02/2002,-0.23996668116396705,-0.18751284290472253,-0.3414244226381937,-0.5935222961017633,-0.40965053965879694,-0.14083723237109624,-0.38440340699366154,-0.07387874901759205
1/03/2002,-0.29606094178274783,-0.20280710601822274,-0.36745275393247556,-0.7019571146511006,-0.5149079299259965,-0.3013223245286399,-0.4669339518566596,-0.12675512068065697
1/04/2002,-0.22144379299040026,-0.13306427739645107,-0.2983983318848304,-0.5772739812215595,-0.44219294617806515,-0.31497430793034026,-0.390815519454179,-0.12465772466503539
1/05/2002,-0.14421794951554145,-0.12313921504702402,-0.259853180820666,-0.49764327548011816,-0.37735342183317505,-0.29790757766525316,-0.3608223816886507,-0.08666523124376632
1/06/2002,-0.03042207354774353,-0.07198622038823944,-0.14606937091265587,-0.32641404347647324,-0.228479041112789,-0.1837442316198172,-0.22411851485461068,0.039096524354098605
1/07/2002,0.07748304826430827,-0.023741467104639452,-0.03823644429388077,-0.1851316605058009,-0.09888631034916323,-0.05579591137012547,-0.0923169102246747,0.1311670023212805
1/08/2002,0.07056678521371787,0.014346221655634742,-0.018949446837529374,-0.07177366237969306,-0.03434236171337839,0.009718010722703901,-0.03088239855296098,0.2643731987735775
1/09/2002,0.14019221568565862,0.036555694269151784,0.06796086300975132,0.07397812778765535,0.08780978624375099,0.1255148314195131,0.07798435049670865,0.33525208583674065
1/10/2002,0.1924072598751474,0.08635608159788626,0.07789292299442672,0.15354393325368115,0.1290379635116264,0.200091985248318,0.09229784187326436,0.47067840169773834
1/11/2002,0.1591254948189884,0.060751079967889005,0.05854840344121892,0.13438184201784598,0.08577038661982596,0.16196491394696846,0.06639296007781925,0.4828104390716021
1/12/2002,0.2081132807864403,0.07149317581331985,0.10759496428727719,0.21168955851723886,0.12553539733507876,0.1792176487707552,0.1228304535051289,0.4934782619410384
1/01/2003,0.2610602355423405,0.08422067541834508,0.16433685039409024,0.31125467502928794,0.190826371740234,0.2245173102993383,0.20159547905149056,0.5807693521269592
1/02/2003,0.34091142850843886,0.14761782292720826,0.19829958358465066,0.417076478927701,0.2874648354648906,0.2159353918798919,0.33330544314545785,0.5743188644371796
1/03/2003,0.3305404083050279,0.19353440462666288,0.20075506933939638,0.43124950613558716,0.3281764497523368,0.34912150844056655,0.35098702830819867,0.5802297909878611
1/04/2003,0.282384206160495,0.14986881380843078,0.1549527065645899,0.34914776614838755,0.2849325134888396,0.4181949228165736,0.2755592868123491,0.6514887259601645
1/05/2003,0.19048900836719432,0.13136093411991442,0.1108625141802385,0.2661552257841283,0.2159181176565614,0.3158762544643446,0.23881726902798628,0.5409486248694493
1/06/2003,0.15943173465577426,0.13303229485476967,0.08347005871257122,0.21695546173278127,0.18607040943671274,0.27608747281491414,0.1798478902093207,0.35366258767662445
1/07/2003,0.14681260244062508,0.13886903973204479,0.06721258617937091,0.14745613690942344,0.1595338876230804,0.18951925145061205,0.1361808179838686,0.30504361675736796
1/08/2003,0.12955561011209787,0.10703207139090874,0.048000893147418025,0.07846997139341252,0.10656158078015751,0.143486683855772,0.07448149584786506,0.2577968261230597
1/09/2003,0.13123939002193702,0.12131603676191904,0.07411101986351636,0.09357999548303485,0.10416236175333249,0.07701954706017956,0.060930058094263065,0.22866176445454583
1/10/2003,0.11445861211556797,0.1308110874883964,0.07944109760990131,0.10732160984166776,0.11255757285889177,0.042889035626093495,0.05877375006855868,0.18622696757297524
1/11/2003,0.14626146462626918,0.1862530297108085,0.08686974958743238,0.08263706483592702,0.10626653599264158,0.08894214786014329,0.06434435153314412,0.18635063347512554
1/12/2003,0.13307571690733241,0.20593997756542753,0.07743045435288454,0.07275298341381795,0.09343099479199944,0.09481866501763307,0.0504214410571345,0.16263748008484624
1/01/2004,0.07249454308862215,0.2073605499650872,0.07637612616562085,0.034590669372061976,0.07683582296674131,0.07665659404042065,0.02721784064866566,0.05659646206902292
1/02/2004,0.08364518420850033,0.22618600837968114,0.1178809597078009,0.05533631291889803,0.09497917991410099,0.10450235049752712,0.02005501719892728,0.12498642198308663
1/03/2004,0.10040003671716709,0.207665292081722,0.10892270170291862,0.09075457175137275,0.11484949463283937,0.04692749037743013,0.05326478237469553,0.17075668033352762
1/04/2004,0.0694220711127699,0.16785186022601312,0.07974661814301946,0.04903699484774827,0.08604582625426525,-0.03765288957493591,0.03487203002116199,0.0928322567035421
1/05/2004,0.1071630142373409,0.17177257897641107,0.10072382192760009,0.09160526892274425,0.12439663641653022,0.008635503275702063,0.05799109260890179,0.21958019868667072
1/06/2004,0.10024598189969118,0.1918683103070613,0.12019772425437869,0.11860984660695387,0.14190404907043191,0.0005262702245963317,0.09707758579750791,0.36282209942334914
1/07/2004,0.13533518116363175,0.19991527019562275,0.1809475961903161,0.18029686780211926,0.19833311958643166,0.03672881080014789,0.15532193659990018,0.39063233338283926
1/08/2004,0.16372403966891147,0.23158916474671196,0.1903397176900413,0.2471971213820453,0.23646054444548517,0.10775187148266578,0.2055151381101112,0.40696579921773396
1/09/2004,0.1463183501261275,0.227788080977544,0.16753536164541893,0.22553599198255725,0.22346291631808185,0.17312175612036584,0.20771007812629425,0.42042535205515613
1/10/2004,0.10939624814405427,0.1808955181514378,0.1305440193616671,0.20981105754812127,0.20965022521405854,0.23141389854333533,0.24514913343428657,0.36891315936597363
1/11/2004,0.09029792920660219,0.17229073401965966,0.14020490792248907,0.20157166637146337,0.19900023027626954,0.3127530375537992,0.2730050682264924,0.3531692165696667
1/12/2004,0.08741999847735658,0.15901002830216546,0.1557658866147756,0.22056201892226757,0.2306646906395525,0.37095653531340883,0.2908973825168538,0.3597375225465833
1/01/2005,0.12496532059780074,0.1747244329498059,0.16768534166056695,0.2434763004414942,0.24172659235974514,0.3689910046702848,0.2959390191603406,0.4160702482044884
1/02/2005,0.1051309286756897,0.1602633381955422,0.14977969864894708,0.2722883796034798,0.23465832107208012,0.35457838135218633,0.2919081371861184,0.425009240307812
1/03/2005,0.11736336428592539,0.17058504704393052,0.18041988473156573,0.2895902638473371,0.24788958403554556,0.33458454612366956,0.29307227941955494,0.48713577397198515
1/04/2005,0.1646898645531457,0.2515978368952992,0.21362578482765787,0.32880724988866106,0.2726689805758138,0.41103642829964526,0.30666806945812664,0.6056801058978392
1/05/2005,0.16225498588754747,0.2519630900894919,0.17219143519098834,0.2990270108004908,0.24606854684172189,0.38570830392949496,0.2691744756004121,0.5827487105495487
1/06/2005,0.09816124243446121,0.15856763548345507,0.11539943305864478,0.17409866325361287,0.14839010688009963,0.2792496863697555,0.18276935361348015,0.3574515876843057
1/07/2005,0.09406461906528399,0.15384948533301393,0.10960984999441786,0.15276020410156813,0.13161170189297508,0.26330792200444547,0.18474476314459762,0.36217366617381175
1/08/2005,0.10301402058700554,0.12203606891674088,0.10207354801932302,0.14749267756791978,0.14154034020631043,0.2547128316617854,0.19572416837593581,0.3804507121091203
1/09/2005,0.10075246819782799,0.10856379304277781,0.08927088901028586,0.15836257362048425,0.14469840827807146,0.18133649739475394,0.20502800821872247,0.3767523475578847
1/10/2005,0.1598201712101183,0.17271394800768688,0.14214129159464914,0.20360070787421142,0.18573995773615856,0.15605536661578467,0.22063721944849907,0.4270543842644528
1/11/2005,0.15438940544376809,0.16820202358118583,0.12221686180413469,0.20971462904174645,0.19306313135199232,0.049000213936315026,0.18498687633879032,0.4574762718358075
1/12/2005,0.1541777406408778,0.17278890791925788,0.10614513756545425,0.18714304812227744,0.16326292279458593,0.02091696653683087,0.1592474380792785,0.3965301413632832
1/01/2006,0.13286665639809817,0.1585141656319123,0.08882097239850162,0.18734385442841725,0.15766285538539002,0.02873438567439425,0.17414639964091433,0.38323301165909635
1/02/2006,0.15008583312302046,0.19625996366210313,0.0914336557440985,0.17113458475282833,0.148636671662317,0.0650645744852071,0.17798569376450135,0.3386219911078681
1/03/2006,0.10953229161949464,0.16424039177192148,0.04396279505966827,0.12362981074883397,0.08792920022142371,0.02696057342518717,0.12549395706673028,0.1702974485146839
1/04/2006,0.1348453141520825,0.16018786050592365,0.06072981777245878,0.17208169327148168,0.1292407275021574,-0.017936365583502638,0.1563279352137553,0.1394455451065855
1/05/2006,0.1628716150692362,0.1950945480048172,0.11604172152857514,0.23853922317677204,0.184525261835902,0.03249477015053336,0.20367846666454323,0.19654519707170207
1/06/2006,0.21459089056120473,0.23823242948283932,0.15191542201151323,0.3397050263635741,0.23797528019907965,0.14299995009099803,0.23948522574190087,0.3688071629892211
1/07/2006,0.20817933981168996,0.2293890460857376,0.11763083765236577,0.32836094810024546,0.20699687094535124,0.13040378229886437,0.19437817907880203,0.367999900172687
1/08/2006,0.12936419520516806,0.18235304543538022,0.049993563238892764,0.23961115803001834,0.10038976084451451,0.0026871101549018027,0.10759937501521934,0.268584090907128
1/09/2006,0.15263060768165482,0.2241143094123817,0.07339492955774367,0.23533360567358572,0.09105214938294146,-0.024121035853000825,0.08539951933065826,0.28758432945123846
1/10/2006,0.1607154783823983,0.234660524661977,0.07844721806089902,0.23415330612644053,0.09109989840474175,-0.008598035523621901,0.07098932892405675,0.3794986440732884
1/11/2006,0.09318605801355298,0.18230238437908286,0.025194931653334515,0.16701271399128065,0.026575443661153466,-0.0512150668348193,-0.001870867102620628,0.3615741728405115
1/12/2006,0.07647187974862117,0.1485724290606374,0.041626964549569184,0.16737719825824762,0.02313795148430428,-0.08871574226653162,0.0018690261818982276,0.37392437819916746
1/01/2007,0.00448143995349442,0.03813502734380601,-0.030497060566383738,0.049043347412633435,-0.09196008246620184,-0.22703153345829638,-0.12433199530933384,0.3224951963197457
1/02/2007,-0.03395922743584782,-0.050862580486735705,-0.07378335196235096,-0.04287709927081773,-0.1704235779969932,-0.28534220209092687,-0.19275289260456469,0.22516868010033717
1/03/2007,-0.03880675014985443,-0.10938611475509948,-0.0922191654988471,-0.07483056129430767,-0.18335812083367892,-0.3326132219584788,-0.2074483167156963,0.20458669077242944
1/04/2007,-0.04013795146875411,-0.10487652723413697,-0.07041644732812588,-0.10702495116303273,-0.18598795232374918,-0.2786408624649073,-0.2165673167027261,0.19094974226986916
1/05/2007,-0.04171272498503368,-0.08797221414483503,-0.06074998319775317,-0.10774130855873196,-0.1912653215067391,-0.22607490510917064,-0.2116549873924951,0.18381278779603727
1/06/2007,-0.09534171466914941,-0.15327464826938722,-0.13265622505646665,-0.18834030217154377,-0.25700729247625914,-0.24748947644993222,-0.2416841593360945,0.04521346716711405
1/07/2007,-0.16957667507395716,-0.23923272327844847,-0.19947949043038685,-0.2613655698767279,-0.3393351992159398,-0.3137569035705374,-0.2875937175106229,-0.10622700931855772
1/08/2007,-0.12128099277363591,-0.19015439702853262,-0.12233309403882452,-0.19021914338572848,-0.2348817399641386,-0.2529880967128465,-0.19758316473391765,-0.00450416219405834
1/09/2007,-0.21118939591257355,-0.25732634794552317,-0.19295168960043507,-0.2624034480586195,-0.28670709018546175,-0.2913423865477466,-0.2358824223062271,-0.1368943361637226
1/10/2007,-0.5051330882505901,-0.4625953941091567,-0.4325287210215267,-0.5387041880868048,-0.5245978489186143,-0.5771703141286347,-0.4131291667688598,-0.5516303519382801
1/11/2007,-0.5648521352347998,-0.5419114316758544,-0.4037583645269816,-0.5714557144015064,-0.5385410244236203,-0.5626132691598146,-0.4109744645961033,-0.7133990216124613
1/12/2007,-0.5743455007057389,-0.5833174887177853,-0.4111824333186498,-0.6217831571830361,-0.5754281273704255,-0.5965543482331614,-0.45181664842689784,-0.7341577501604001
1/01/2008,-0.514213478969508,-0.4966475325075338,-0.34400868680478536,-0.5474543579223743,-0.5079720743831984,-0.49813006486047046,-0.3794838060840735,-0.7281522349051046
1/02/2008,-0.5802481346736691,-0.49394119290795724,-0.372000789969138,-0.558088831369987,-0.5118768900245128,-0.5530765370190931,-0.4235138792005333,-0.6590958069369367
1/03/2008,-0.6157474045333622,-0.438876188900797,-0.40877062959924626,-0.5739023207685644,-0.5341847799253069,-0.4833570788299436,-0.43589488412934285,-0.571230568272187
1/04/2008,-0.5411361031376346,-0.39897077503747636,-0.39428245122760686,-0.4824897372114307,-0.48800003972941003,-0.44447286500531963,-0.3833810766362317,-0.4020809868447684
1/05/2008,-0.4816901233767745,-0.4113098290748796,-0.34370903956448573,-0.4593355298924588,-0.43940901756478085,-0.44870745366401127,-0.34688446474797424,-0.26975971720718017
1/06/2008,-0.4075245887936492,-0.31769310768731,-0.28410317664368967,-0.40143440179116285,-0.36574750354896185,-0.40429608736917655,-0.2982137663900295,-0.014426777787202904
1/07/2008,-0.33740530514596356,-0.22716726533214338,-0.2060054166777276,-0.32844656597589467,-0.28382575831311996,-0.3560920227893235,-0.21588386053843686,0.06485285466148623
1/08/2008,-0.24011545435284704,-0.12769178879100987,-0.13797490666568019,-0.250864610841117,-0.21404759904207754,-0.26046636878574553,-0.1730452971907997,0.045960987614807255
1/09/2008,-0.146557374978943,-0.061378688323826806,-0.03869425572733928,-0.1598872638550855,-0.11475511439127063,-0.21866351883193683,-0.11066827230238598,0.15705982134409938
1/10/2008,0.13069976008386672,0.11986059088053384,0.18673346675249652,0.09358164702630456,0.10304188886289267,-0.0167376336236206,0.053793284823689856,0.4608730356496207
1/11/2008,0.2482758250476899,0.2093550546329547,0.21598582566089647,0.15326359753242208,0.14969424754175636,-7.016828151776248e-05,0.10891611197271596,0.5676081615379714
1/12/2008,0.26098211278980976,0.27392927483298074,0.22034082720657294,0.21608531148490423,0.2041195823261027,0.07460717451046392,0.16571024521914268,0.5885180352055994
1/01/2009,0.28003287115799613,0.29842001415633007,0.2325651293506696,0.23301255251359076,0.24681943053328506,0.12533150307648355,0.19200568517447697,0.614373935515882
1/02/2009,0.3181351353152694,0.28962325639798514,0.25011123892310255,0.25033523678100067,0.2517758050282157,0.16070320046392347,0.27062283315773944,0.5687192278123073
1/03/2009,0.4387030616407161,0.35296129849764796,0.4020330666881621,0.3886129546827018,0.38037543203262,0.2139857057424875,0.3871066162935097,0.6607959863495174
1/04/2009,0.3534748946827842,0.2817899388808302,0.3480777302806696,0.29972616454279083,0.29756987328809337,0.17135221272177645,0.3009663057834086,0.48504893798366044
1/05/2009,0.18430518527725048,0.161937185172938,0.17749656343239673,0.1833701345314008,0.11894994090086976,0.04614182153684488,0.1673639408213359,0.2615480576071867
1/06/2009,0.12280529163825066,0.12328969528963973,0.16694294472103285,0.1916258716685438,0.11608503663167921,-0.053238678142792255,0.15565743141474855,0.15724996324812107
1/07/2009,0.1221720242173042,0.10247753136863963,0.16483224507716343,0.18554027348719937,0.11968146846169105,-0.06404222718802825,0.1046306883092696,0.1984529836870577
1/08/2009,0.05114055582278241,0.020797264437931545,0.10230522940004265,0.10718587095230214,0.041332866221183075,-0.1412649243624678,0.03615871908172051,0.16482979825200048
1/09/2009,0.04499575402888374,-0.0005062289418060738,0.09135900457289267,0.08457187011058417,0.016213392198273644,-0.11238488309723502,0.018979716645747418,0.16591354316509346
1/10/2009,0.06856204354651962,-0.01863923688709738,0.09704751450404497,0.10250237717047539,0.025053096470008713,-0.07846706755429958,0.016577947206308178,0.1838695397171085
1/11/2009,0.07086402364310698,0.0003137605663508446,0.08971794734744536,0.1573153899588054,0.04316427619280273,-0.0077794248991690735,0.032688796737041025,0.18922423967264967
1/12/2009,0.08930839438727727,0.005802717924926033,0.10063502785962851,0.16378564655650413,0.03326315729119467,0.001386042466097638,0.017954614176836352,0.1520825132851372
1/01/2010,0.1093293370328921,-0.013990595414768096,0.09787531760253848,0.16638457179001323,0.039130084904896195,-0.012668019847075253,0.006819020886903359,0.1110677666317377
1/02/2010,0.18519409371073411,0.05795491967436191,0.14046845034822486,0.2456149728935468,0.12360523552837421,0.05699667482961058,0.02658553203769361,0.107661413171874
1/03/2010,0.11853109517298444,-0.022936718249732212,0.04110908673903996,0.13662564418025935,0.029182402724536354,-0.06185281529792318,-0.06687604069914398,0.06637081113187769
1/04/2010,0.10800804084252984,-0.0059995167585952,0.04924334469259824,0.13034450902784656,0.03169658246533471,-0.15633951359446288,-0.053270439326371356,0.09560986833928478
1/05/2010,0.18392223776793035,0.046398562891226736,0.12663746779109183,0.1906506196892798,0.13291152774933784,-0.08854039620350765,0.02898590847141289,0.08426481721729044
1/06/2010,0.18077011786666047,0.019550737592514314,0.11956458782198287,0.149017297525378,0.10076667508302133,-0.061026790313206576,-0.015344231219242312,0.05231785394128239
